"timepoint","perturbation","m_severity","cell_group","log_abund","log_abund_se","log_abund_sd"
48,"ctrl-inj","not_severe","lateral floor plate",2.2824467851301,0.15065581399705,0.572623403861385
48,"ctrl-inj","not_severe","lateral hindbrain, glutamatergic neuron",1.86239048474476,0.124624661685239,0.572623403861385
48,"ctrl-inj","not_severe","lateral line ganglion",1.28497796352552,0.220638550260933,0.572623403861385
48,"ctrl-inj","not_severe","lateral plate mesoderm",1.08670930273193,0.122794189309079,0.572623403861385
48,"ctrl-inj","not_severe","lens (suspected doublets)",-2.17760123409164,1.2004526622401,0.572623403861385
48,"ctrl-inj","not_severe","lens epithelium",1.29215385587693,0.146864947558052,0.572623403861385
48,"ctrl-inj","not_severe","lens fiber",2.18344663395031,0.149934706642718,0.572623403861385
48,"ctrl-inj","not_severe","liver primordium",0.165843042608881,0.31061447273875,0.572623403861385
48,"ctrl-inj","not_severe","locus coerulus",-0.408912399131811,0.21218233178829,0.572623403861385
48,"ctrl-inj","not_severe","macrophage",2.17011649930598,0.108491259855793,0.572623403861385
48,"ctrl-inj","not_severe","mature fast muscle (ank3a+, stim2b+)",0.657526309383592,0.264665467315036,0.572623403861385
48,"ctrl-inj","not_severe","mature fast muscle (pvalb1-, pvalb2-, igfn1.3-, ank3a-, stim2b-)",5.76488442188934,0.203897470389706,0.572623403861385
48,"ctrl-inj","not_severe","mature fast muscle (pvalb1+, pvalb2+, igfn1.3-)",1.87234524354067,0.164321877430703,0.572623403861385
48,"ctrl-inj","not_severe","mature fast muscle (pvalb1+, pvalb2+, igfn1.3+)",-1.76554507158256,0.486202916938782,0.572623403861385
48,"ctrl-inj","not_severe","mature slow muscle (AL935186.2+, pvalb4+, grm4-)",1.63467340723235,0.102390942225029,0.572623403861385
48,"ctrl-inj","not_severe","mature slow muscle (cyp4t8+)",3.67042820856206,0.160866540885428,0.572623403861385
48,"ctrl-inj","not_severe","mature slow muscle (errb4b+)",1.37191509423697,0.263272673589285,0.572623403861385
48,"ctrl-inj","not_severe","mature slow muscle (nova2+)",0.343392985028967,0.161311617540002,0.572623403861385
48,"ctrl-inj","not_severe","mature slow muscle (plekha7a+, grm4+)",0.25449589409726,0.269839491666964,0.572623403861385
48,"ctrl-inj","not_severe","mature slow muscle (suspected doublets)",-3.75463205190427,0.61216375702726,0.572623403861385
48,"ctrl-inj","not_severe","mature slow muscle (tp73+, wnt9a+)",1.85466989632418,0.185387663214014,0.572623403861385
48,"ctrl-inj","not_severe","medial floor plate, anterior",0.496041202843012,0.150724783624875,0.572623403861385
48,"ctrl-inj","not_severe","medial floor plate, posterior",1.20987129382345,0.221395758017877,0.572623403861385
48,"ctrl-inj","not_severe","medial floor plate, posterior progenitor",-1.61096882602853,0.205546646796791,0.572623403861385
48,"ctrl-inj","not_severe","median fin fold and pharyngeal arch epithelium, cleft cells (fras1+,flnb+,frem3-)",1.34693590261381,0.235462600402037,0.572623403861385
48,"ctrl-inj","not_severe","median fin fold and pharyngeal arch epithelium, cleft cells (fras1+,meg6fa+,frem3-)",-0.620470325754474,0.313545853540377,0.572623403861385
48,"ctrl-inj","not_severe","median fin fold and pharyngeal arch epithelium, ridge cells (frem3+)",-2.1810265737396,0.428532194290738,0.572623403861385
48,"ctrl-inj","not_severe","melanophore",2.58306984284699,0.203853889678031,0.572623403861385
48,"ctrl-inj","not_severe","mesenchyme, chondrocyte-like",3.13328951796169,0.0484775000751826,0.572623403861385
48,"ctrl-inj","not_severe","mesenchyme, connective tissue-like (postnb+)",3.78828508468599,0.0600624003223863,0.572623403861385
48,"ctrl-inj","not_severe","mesenchyme, osteocyte-like (panx3+, sp7+)",2.47419533980659,0.285147253926715,0.572623403861385
48,"ctrl-inj","not_severe","mesenchyme, tenocyte-like (tnmd+)",1.56574956257606,0.143069019643057,0.572623403861385
48,"ctrl-inj","not_severe","MHB, progenitor ",3.42630735399828,0.0696782092491546,0.572623403861385
48,"ctrl-inj","not_severe","MHB, progenitor (suspected doublets)",0.860752587023995,0.116340767570245,0.572623403861385
48,"ctrl-inj","not_severe","midbrain, glutamatergic neuron",2.0845546812294,0.184207667054684,0.572623403861385
48,"ctrl-inj","not_severe","midbrain, tegmentum",3.68220224269915,0.0876861426712695,0.572623403861385
48,"ctrl-inj","not_severe","migrating neural crest, mesenchyme-fated",-1.12102267681591,0.289847967224834,0.572623403861385
48,"ctrl-inj","not_severe","motor neuron (suspected doublets)",-1.6894075610917,0.486212968004947,0.572623403861385
48,"ctrl-inj","not_severe","motor neuron glutamatergic neuron",0.800928763618078,0.251780720145863,0.572623403861385
48,"ctrl-inj","not_severe","motor neuron, lateral motor column",2.74019123225749,0.063139915374002,0.572623403861385
48,"ctrl-inj","not_severe","motor neuron, medial motor column",0.834177384178496,0.0829521164575139,0.572623403861385
48,"ctrl-inj","not_severe","myeloid (doublets, muscle , ttn.1+)",-1.23457579564068,0.762164199060111,0.572623403861385
48,"ctrl-inj","not_severe","myeloid (suspected doublets)",0.706533713652597,0.179172545946012,0.572623403861385
48,"ctrl-inj","not_severe","myeloid progenitor cell",-4.3305869951906,0.859053482803507,0.572623403861385
48,"ctrl-inj","not_severe","myoblast head/neck, pharyngeal arch-derived",0.44256914854867,0.210006784112705,0.572623403861385
48,"ctrl-inj","not_severe","myoblast, head/neck, paraxial mesoderm-derived",1.69196953413791,0.107887135971176,0.572623403861385
48,"ctrl-inj","not_severe","NaR ionocyte",0.183099763638948,0.263131291435193,0.572623403861385
48,"ctrl-inj","not_severe","neural crest, chrondrocyte-fated",4.23175290508722,0.126582596956386,0.572623403861385
48,"ctrl-inj","not_severe","neural crest, migrating (nrp2a+)",-4.08931573275341,1.36428940037023,0.572623403861385
48,"ctrl-inj","not_severe","neural crest, ocular",-0.845251840771767,0.438606770552984,0.572623403861385
48,"ctrl-inj","not_severe","neural crest, periocular mesenchyme-fated",0.237742345233022,0.173520955983717,0.572623403861385
48,"ctrl-inj","not_severe","neural crest, pre-migratory (prdm1a+)",-3.34663895604318,0.623949664825721,0.572623403861385
48,"ctrl-inj","not_severe","neural crest, pre-migratory (zic3+)",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","neural crest, progenitor ",0.46072744551535,0.16073163382597,0.572623403861385
48,"ctrl-inj","not_severe","neural crest, progenitor (suspected doublets)",-0.767480237204827,0.296013976891703,0.572623403861385
48,"ctrl-inj","not_severe","neural crest, unspecified",2.70401707508686,0.0703441883970139,0.572623403861385
48,"ctrl-inj","not_severe","neural tube of caudal spinal cord (mllt3+)",-3.20368611483663,0.744147921762196,0.572623403861385
48,"ctrl-inj","not_severe","neural tube-like connective tissue",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","neural tube-like connective tissue, taste bud",3.3141293636693,0.0834340412316006,0.572623403861385
48,"ctrl-inj","not_severe","neural tube-like connective tissue, taste bud (trpm5+, pou2f3+)",-2.68349566265004,0.298572980813418,0.572623403861385
48,"ctrl-inj","not_severe","neuromast support cell",2.0321320650215,0.113454011177632,0.572623403861385
48,"ctrl-inj","not_severe","neuron (nfixa+, nfixb+)",0.773430963137654,0.174323003873265,0.572623403861385
48,"ctrl-inj","not_severe","neuron, telencephalon (nfixa+, nfixb+)",-0.89952734857047,0.360255018235834,0.572623403861385
48,"ctrl-inj","not_severe","neutrophil",0.901227773793888,0.26626079704043,0.572623403861385
48,"ctrl-inj","not_severe","non-keratinocyte epidermal progenitor",0.888891039912864,0.184425627797271,0.572623403861385
48,"ctrl-inj","not_severe","non-proliferating xanthophore",3.02048408781113,0.188637189558057,0.572623403861385
48,"ctrl-inj","not_severe","odontoblast",-3.80236768135786,1.6392936735612,0.572623403861385
48,"ctrl-inj","not_severe","odontoblast (tfr1a+)",-3.88828254742894,0.908650540883234,0.572623403861385
48,"ctrl-inj","not_severe","olfactory vesicle/bulb",2.81066886967168,0.12266302443879,0.572623403861385
48,"ctrl-inj","not_severe","oligodendrocyte or schwann cell",-0.304701782607673,0.352568087775473,0.572623403861385
48,"ctrl-inj","not_severe","otic epithelium",-1.16101345656181,0.637225871678028,0.572623403861385
48,"ctrl-inj","not_severe","otic nonsensory epithelium",0.498470146871045,0.203989097498203,0.572623403861385
48,"ctrl-inj","not_severe","pancreatic bud",-0.322311003425907,0.191889536525636,0.572623403861385
48,"ctrl-inj","not_severe","pancreatic duct",-4.96931521969236,1.50107781407581,0.572623403861385
48,"ctrl-inj","not_severe","parachordal cartilage",1.37236191777338,0.259154509264277,0.572623403861385
48,"ctrl-inj","not_severe","parachordal cartilage, proliferative",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","paraxial mesoderm (pax2a+)",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","paraxial mesoderm (pax3+, pax7-)",-2.55036464027154,1.21682632945467,0.572623403861385
48,"ctrl-inj","not_severe","pectoral fin bud mesoderm",0.933600723146469,0.227545717939726,0.572623403861385
48,"ctrl-inj","not_severe","pectoral fin bud progenitor",-1.75414338507182,0.182602095015905,0.572623403861385
48,"ctrl-inj","not_severe","pectoral fin central cells",0.0238961621741008,0.273679867545224,0.572623403861385
48,"ctrl-inj","not_severe","pectoral fin cleithrum",0.977233422987864,0.17034193775212,0.572623403861385
48,"ctrl-inj","not_severe","pectoral fin condensate",1.64541474192713,0.123770110875728,0.572623403861385
48,"ctrl-inj","not_severe","pectoral fin distal mesenchyme",0.554160517641025,0.289900190795467,0.572623403861385
48,"ctrl-inj","not_severe","pericyte",1.00707917373464,0.146776408036262,0.572623403861385
48,"ctrl-inj","not_severe","periderm",2.28888541014972,0.186558148385784,0.572623403861385
48,"ctrl-inj","not_severe","periderm (suspected doublets)",-3.41186957920744,0.342848776081999,0.572623403861385
48,"ctrl-inj","not_severe","periderm progenitor",-2.39989570353258,0.926320844370308,0.572623403861385
48,"ctrl-inj","not_severe","periderm, dorsal",2.66163812667384,0.288046018620596,0.572623403861385
48,"ctrl-inj","not_severe","periderm, head",1.89194787565685,0.284119297398572,0.572623403861385
48,"ctrl-inj","not_severe","periderm, head, upper body, proliferating",1.35354754578465,0.277302778556202,0.572623403861385
48,"ctrl-inj","not_severe","periderm, mid-tail, proliferating",-2.15820596878726,0.336693329943893,0.572623403861385
48,"ctrl-inj","not_severe","periderm, proliferating",-2.55380899979063,0.444003444450675,0.572623403861385
48,"ctrl-inj","not_severe","periderm, tail",-1.32723382871441,0.571790574610613,0.572623403861385
48,"ctrl-inj","not_severe","perineurial glia (suspected doublets)",1.47690357084606,0.242561227771835,0.572623403861385
48,"ctrl-inj","not_severe","periocular mesenchyme",1.79050343720963,0.232432298709835,0.572623403861385
48,"ctrl-inj","not_severe","pharyngal pouch (nkx2.3+)",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","pharyngeal arch mesoderm, pharyngeal mesoderm-derived",2.75831786968183,0.127725588700457,0.572623403861385
48,"ctrl-inj","not_severe","pharyngeal arch skeleton",-1.59131887399599,0.468482169165109,0.572623403861385
48,"ctrl-inj","not_severe","pharyngeal arch, contains muscle, early cartilage",1.59786141992797,0.291967118676575,0.572623403861385
48,"ctrl-inj","not_severe","pharyngeal arch, early",2.27657045061473,0.0683156074639212,0.572623403861385
48,"ctrl-inj","not_severe","pharynx, early",-3.03763770538819,0.506423574612855,0.572623403861385
48,"ctrl-inj","not_severe","pigment (suspected doublets)",0.370415163140433,0.213446765575841,0.572623403861385
48,"ctrl-inj","not_severe","podocyte",0.119827057395529,0.403352263325792,0.572623403861385
48,"ctrl-inj","not_severe","posterior lateral line primordium",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","proliferating xanthophore",-0.451769309127962,0.534269166505431,0.572623403861385
48,"ctrl-inj","not_severe","pronephric mesoderm",-0.69235871228688,0.33955887105081,0.572623403861385
48,"ctrl-inj","not_severe","proximal convoluted tubule",0.327788558496899,0.195206105390422,0.572623403861385
48,"ctrl-inj","not_severe","proximal renal progenitors",-1.69884672635623,0.330046514329944,0.572623403861385
48,"ctrl-inj","not_severe","proximal straight tubule",-0.0696815516754427,0.322308124289399,0.572623403861385
48,"ctrl-inj","not_severe","purkinje neuron (rorb+)",0.139087582204223,0.386928960009759,0.572623403861385
48,"ctrl-inj","not_severe","renal neck",-0.514267139478174,0.34873803428247,0.572623403861385
48,"ctrl-inj","not_severe","retina (chata+, pvalb6+)",1.67807278712649,0.252139002508627,0.572623403861385
48,"ctrl-inj","not_severe","retina (suspected doublets)",4.65261264450895,0.0673459878758045,0.572623403861385
48,"ctrl-inj","not_severe","retina, amacrine",3.35865195034336,0.219827683359254,0.572623403861385
48,"ctrl-inj","not_severe","retina, bipolar",2.96820395677594,0.39955203214233,0.572623403861385
48,"ctrl-inj","not_severe","retina, horizontal",1.75754870640033,0.307398594925322,0.572623403861385
48,"ctrl-inj","not_severe","retina, optic cup+vesicle+progenitor",4.59417318054235,0.0660228659861657,0.572623403861385
48,"ctrl-inj","not_severe","retina, photoreceptor",0.781015259705463,0.273993574660449,0.572623403861385
48,"ctrl-inj","not_severe","retina, photoreceptor progenitors",4.12397627402248,0.115134151720272,0.572623403861385
48,"ctrl-inj","not_severe","retina, progenitor (atoh7+) (suspected doublets)",-1.96931424773546,0.678790427013971,0.572623403861385
48,"ctrl-inj","not_severe","retina, retinal ganglion cell",4.22012701618835,0.105842478468446,0.572623403861385
48,"ctrl-inj","not_severe","retinal pigmented epithelium",-2.50559113392843,0.590299337303645,0.572623403861385
48,"ctrl-inj","not_severe","retinal pigmented epithelium (early)",1.49392312480017,0.136979894744354,0.572623403861385
